Iterator:: 
T3:: remove: 0.048479676 , time: 0.018874368
T3:: remove: 0.20588815 , time: 0.027262976
T2:: insert: 0.053736866 , time: 0.027262976
T1:: insert: 0.5232697 , time: 0.027262976
T3:: remove: 0.44929147 , time: 0.027262976
T2:: insert: 0.9092629 , time: 0.027262976
T1:: insert: 0.20168722 , time: 0.027262976
T3:: remove: 0.08722174 , time: 0.027787264
T2:: insert: 0.67513025 , time: 0.027787264
T1:: insert: 0.021392643 , time: 0.027787264
T3:: remove: 0.645573 , time: 0.027787264
T1:: insert: 0.19516486 , time: 0.027787264
T2:: insert: 0.0033612251 , time: 0.027787264
T1:: insert: 0.8100653 , time: 0.028311552
T3:: remove: 0.10772896 , time: 0.028311552
T2:: insert: 0.98609686 , time: 0.028311552
T1:: insert: 0.62557006 , time: 0.028311552
T3:: remove: 0.14908475 , time: 0.028311552
T2:: insert: 0.7058489 , time: 0.02883584
T1:: insert: 0.9871985 , time: 0.02883584
T3:: remove: 0.73439944 , time: 0.02883584
T2:: insert: 0.6731312 , time: 0.02883584
T3:: remove: 0.17915422 , time: 0.02883584
T1:: insert: 0.19770527 , time: 0.02883584
T2:: insert: 0.83169824 , time: 0.02883584
Iterator:: 0.0033612251 , 0.021392643 , 0.029798925 , 0.03174323 , 0.053736866 , 0.062417984 , 0.13544744 , 0.17085648 , 0.19516486 , 0.19770527 , 0.20168722 , 0.20502383 , 0.20783806 , 0.24857175 , 0.39387804 , 0.40112948 , 0.4057389 , 0.41012543 , 0.4176113 , 0.43320882 , 0.453224 , 0.4882633 , 0.517144 , 0.5232697 , 0.6187797 , 0.61949444 , 0.62557006 , 0.6284658 , 0.6731312 , 0.67513025 , 0.7058489 , 0.70773053 , 0.71714365 , 0.7577722 , 0.77880436 , 0.78259945 , 0.8100653 , 0.8151017 , 0.83169824 , 0.8398303 , 0.8757983 , 0.90473837 , 0.9080172 , 0.9092629 , 0.92979777 , 0.9298485 , 0.95154196 , 0.959445 , 0.98609686 , 0.9871985
T3:: remove: 0.20168722 , time: 0.029360129
T1:: insert: 0.053483844 , time: 0.029360129
T2:: insert: 0.06768459 , time: 0.029360129
T3:: remove: 0.959445 , time: 0.029360129
T1:: insert: 0.15858537 , time: 0.029884417
T2:: insert: 0.9354965 , time: 0.029884417
T3:: remove: 0.5132595 , time: 0.029884417
T1:: insert: 0.32931912 , time: 0.029884417
T2:: insert: 0.841846 , time: 0.029884417
T3:: remove: 0.029798925 , time: 0.029884417
T1:: insert: 0.59110516 , time: 0.030408705
T2:: insert: 0.70203525 , time: 0.030408705
T3:: remove: 0.9189401 , time: 0.030408705
T2:: insert: 0.39149183 , time: 0.030408705
T1:: insert: 0.9462478 , time: 0.030408705
T3:: remove: 0.3668399 , time: 0.030408705
T1:: insert: 0.50013804 , time: 0.030932993
T2:: insert: 0.6560549 , time: 0.030932993
T1:: insert: 0.88256365 , time: 0.030932993
T3:: remove: 0.40112948 , time: 0.030932993
T2:: insert: 0.3361882 , time: 0.030932993
T1:: insert: 0.4532991 , time: 0.030932993
T3:: remove: 0.6284658 , time: 0.030932993
T2:: insert: 0.32073236 , time: 0.03145728
T1:: insert: 0.08671999 , time: 0.03145728
T3:: remove: 0.4532991 , time: 0.03145728
T1:: insert: 0.38956767 , time: 0.03145728
T2:: insert: 0.50671345 , time: 0.03145728
T1:: insert: 0.52168274 , time: 0.03145728
T3:: remove: 0.59903735 , time: 0.03145728
T2:: insert: 0.5155104 , time: 0.03198157
T1:: insert: 0.24239326 , time: 0.03198157
Iterator:: 0.0033612251 , 0.021392643 , 0.03174323 , 0.053483844 , 0.053736866 , 0.062417984 , 0.06768459 , 0.08671999 , 0.13544744 , 0.15858537 , 0.17085648 , 0.19516486 , 0.19770527 , 0.20502383 , 0.20783806 , 0.24239326 , 0.24857175 , 0.32073236 , 0.32931912 , 0.3361882 , 0.38956767 , 0.39149183 , 0.39387804 , 0.4057389 , 0.41012543 , 0.4176113 , 0.43320882 , 0.453224 , 0.4882633 , 0.50013804 , 0.50671345 , 0.5155104 , 0.517144 , 0.52168274 , 0.5232697 , 0.59110516 , 0.6187797 , 0.61949444 , 0.62557006 , 0.6560549 , 0.6731312 , 0.67513025 , 0.70203525 , 0.7058489 , 0.70773053 , 0.71714365 , 0.7577722 , 0.77880436 , 0.78259945 , 0.8100653 , 0.8151017 , 0.83169824 , 0.8398303 , 0.841846 , 0.8757983 , 0.88256365 , 0.90473837 , 0.9080172 , 0.9092629 , 0.92979777 , 0.9298485 , 0.9354965 , 0.9462478 , 0.95154196 , 0.98609686 , 0.9871985
T1:: insert: 0.8141654 , time: 0.032505855
T3:: remove: 0.24857175 , time: 0.032505855
T2:: insert: 0.8211846 , time: 0.032505855
T1:: insert: 0.07835364 , time: 0.032505855
T2:: insert: 0.9237643 , time: 0.032505855
T3:: remove: 0.9298485 , time: 0.032505855
T1:: insert: 0.17048115 , time: 0.033030145
T3:: remove: 0.83169824 , time: 0.033030145
T2:: insert: 0.18543178 , time: 0.033030145
T1:: insert: 0.26770085 , time: 0.033030145
T2:: insert: 0.4764431 , time: 0.033030145
T3:: remove: 0.51703525 , time: 0.033030145
T1:: insert: 0.3894934 , time: 0.03355443
T2:: insert: 0.6380135 , time: 0.03355443
T3:: remove: 0.83169824 , time: 0.03355443
T1:: insert: 0.35759175 , time: 0.03355443
T2:: insert: 0.63110036 , time: 0.03355443
T3:: remove: 0.023312688 , time: 0.03355443
T1:: insert: 0.61136836 , time: 0.03355443
T2:: insert: 0.78779763 , time: 0.03407872
T3:: remove: 0.517144 , time: 0.03407872
T1:: insert: 0.1789267 , time: 0.03407872
T2:: insert: 0.39963847 , time: 0.03407872
T3:: remove: 0.08722174 , time: 0.03407872
T1:: insert: 0.18845445 , time: 0.034603007
T2:: insert: 0.6804077 , time: 0.034603007
T3:: remove: 0.062417984 , time: 0.034603007
T1:: insert: 0.9193293 , time: 0.034603007
T2:: insert: 0.79310536 , time: 0.034603007
Iterator:: 0.0033612251 , 0.021392643 , 0.03174323 , 0.053483844 , 0.053736866 , 0.06768459 , 0.07835364 , 0.08671999 , 0.13544744 , 0.15858537 , 0.17048115 , 0.17085648 , 0.1789267 , 0.18543178 , 0.18845445 , 0.19516486 , 0.19770527 , 0.20502383 , 0.20783806 , 0.24239326 , 0.26770085 , 0.32073236 , 0.32931912 , 0.3361882 , 0.35759175 , 0.3894934 , 0.38956767 , 0.39149183 , 0.39387804 , 0.39963847 , 0.4057389 , 0.41012543 , 0.4176113 , 0.43320882 , 0.453224 , 0.4764431 , 0.4882633 , 0.50013804 , 0.50671345 , 0.5155104 , 0.52168274 , 0.5232697 , 0.59110516 , 0.61136836 , 0.6187797 , 0.61949444 , 0.62557006 , 0.63110036 , 0.6380135 , 0.6560549 , 0.6731312 , 0.67513025 , 0.6804077 , 0.70203525 , 0.7058489 , 0.70773053 , 0.71714365 , 0.7577722 , 0.77880436 , 0.78259945 , 0.78779763 , 0.79310536 , 0.8100653 , 0.8141654 , 0.8151017 , 0.8211846 , 0.8398303 , 0.841846 , 0.8757983 , 0.88256365 , 0.90473837 , 0.9080172 , 0.9092629 , 0.9193293 , 0.9237643 , 0.92979777 , 0.9354965 , 0.9462478 , 0.95154196 , 0.98609686 , 0.9871985
T3:: remove: 0.7577722 , time: 0.035127297
T1:: insert: 0.07933229 , time: 0.035127297
T1:: insert: 0.90685797 , time: 0.035651583
T1:: insert: 0.7252696 , time: 0.036175873
T1:: insert: 0.4519773 , time: 0.036175873
T1:: insert: 0.052088678 , time: 0.03670016
T1:: insert: 0.1371935 , time: 0.03670016
T1:: insert: 0.3282748 , time: 0.03722445
T1:: insert: 0.51880926 , time: 0.03722445
T1:: insert: 0.25518787 , time: 0.03722445
T1:: insert: 0.43053502 , time: 0.037748735
T1:: insert: 0.021345735 , time: 0.037748735
Iterator:: 0.0033612251 , 0.021345735 , 0.021392643 , 0.03174323 , 0.052088678 , 0.053483844 , 0.053736866 , 0.06768459 , 0.07835364 , 0.07933229 , 0.08671999 , 0.13544744 , 0.1371935 , 0.15858537 , 0.17048115 , 0.17085648 , 0.1789267 , 0.18543178 , 0.18845445 , 0.19516486 , 0.19770527 , 0.20502383 , 0.20783806 , 0.24239326 , 0.25518787 , 0.26770085 , 0.32073236 , 0.3282748 , 0.32931912 , 0.3361882 , 0.35759175 , 0.3894934 , 0.38956767 , 0.39149183 , 0.39387804 , 0.39963847 , 0.4057389 , 0.41012543 , 0.4176113 , 0.43053502 , 0.43320882 , 0.4519773 , 0.453224 , 0.4764431 , 0.4882633 , 0.50013804 , 0.50671345 , 0.5155104 , 0.51880926 , 0.52168274 , 0.5232697 , 0.59110516 , 0.61136836 , 0.6187797 , 0.61949444 , 0.62557006 , 0.63110036 , 0.6380135 , 0.6560549 , 0.6731312 , 0.67513025 , 0.6804077 , 0.70203525 , 0.7058489 , 0.70773053 , 0.71714365 , 0.7252696 , 0.77880436 , 0.78259945 , 0.78779763 , 0.79310536 , 0.8100653 , 0.8141654 , 0.8151017 , 0.8211846 , 0.8398303 , 0.841846 , 0.8757983 , 0.88256365 , 0.90473837 , 0.90685797 , 0.9080172 , 0.9092629 , 0.9193293 , 0.9237643 , 0.92979777 , 0.9354965 , 0.9462478 , 0.95154196 , 0.98609686 , 0.9871985
T1:: insert: 0.92595625 , time: 0.038273025
T1:: insert: 0.1646896 , time: 0.03879731
T1:: insert: 0.06782937 , time: 0.03879731
T1:: insert: 0.2672271 , time: 0.03879731
T1:: insert: 0.3868813 , time: 0.0393216
T1:: insert: 0.078807175 , time: 0.0393216
T1:: insert: 0.7315769 , time: 0.0393216
T1:: insert: 0.35865468 , time: 0.039845888
T1:: insert: 0.97176194 , time: 0.039845888
T1:: insert: 0.6524676 , time: 0.039845888
T1:: insert: 0.18691152 , time: 0.039845888
T1:: insert: 0.32318103 , time: 0.040370177
T1:: insert: 0.18334877 , time: 0.040370177
T1:: insert: 0.044443488 , time: 0.040370177
T1:: insert: 0.23934716 , time: 0.040894464
T1:: insert: 0.6763679 , time: 0.040894464
T1:: insert: 0.819642 , time: 0.040894464
Iterator:: 0.0033612251 , 0.021345735 , 0.021392643 , 0.03174323 , 0.044443488 , 0.052088678 , 0.053483844 , 0.053736866 , 0.06768459 , 0.06782937 , 0.07835364 , 0.078807175 , 0.07933229 , 0.08671999 , 0.13544744 , 0.1371935 , 0.15858537 , 0.1646896 , 0.17048115 , 0.17085648 , 0.1789267 , 0.18334877 , 0.18543178 , 0.18691152 , 0.18845445 , 0.19516486 , 0.19770527 , 0.20502383 , 0.20783806 , 0.23934716 , 0.24239326 , 0.25518787 , 0.2672271 , 0.26770085 , 0.32073236 , 0.32318103 , 0.3282748 , 0.32931912 , 0.3361882 , 0.35759175 , 0.35865468 , 0.3868813 , 0.3894934 , 0.38956767 , 0.39149183 , 0.39387804 , 0.39963847 , 0.4057389 , 0.41012543 , 0.4176113 , 0.43053502 , 0.43320882 , 0.4519773 , 0.453224 , 0.4764431 , 0.4882633 , 0.50013804 , 0.50671345 , 0.5155104 , 0.51880926 , 0.52168274 , 0.5232697 , 0.59110516 , 0.61136836 , 0.6187797 , 0.61949444 , 0.62557006 , 0.63110036 , 0.6380135 , 0.6524676 , 0.6560549 , 0.6731312 , 0.67513025 , 0.6763679 , 0.6804077 , 0.70203525 , 0.7058489 , 0.70773053 , 0.71714365 , 0.7252696 , 0.7315769 , 0.77880436 , 0.78259945 , 0.78779763 , 0.79310536 , 0.8100653 , 0.8141654 , 0.8151017 , 0.819642 , 0.8211846 , 0.8398303 , 0.841846 , 0.8757983 , 0.88256365 , 0.90473837 , 0.90685797 , 0.9080172 , 0.9092629 , 0.9193293 , 0.9237643 , 0.92595625 , 0.92979777 , 0.9354965 , 0.9462478 , 0.95154196 , 0.97176194 , 0.98609686 , 0.9871985
T1:: insert: 0.05562949 , time: 0.041418754
T1:: insert: 0.78183496 , time: 0.041418754
T1:: insert: 0.41959685 , time: 0.041418754
T1:: insert: 0.8152118 , time: 0.04194304
T1:: insert: 0.76982296 , time: 0.04194304
T1:: insert: 0.64515764 , time: 0.04194304
T1:: insert: 0.5529003 , time: 0.04246733
T1:: insert: 0.4473719 , time: 0.04246733
T1:: insert: 0.8163097 , time: 0.04246733
T1:: insert: 0.0031245947 , time: 0.04246733
T1:: insert: 0.54527557 , time: 0.042991616
T1:: insert: 0.054027855 , time: 0.042991616
T1:: insert: 0.9185772 , time: 0.042991616
T1:: insert: 0.106143534 , time: 0.043515906
T1:: insert: 0.67589587 , time: 0.043515906
T1:: insert: 0.34329385 , time: 0.043515906
Iterator:: 0.0031245947 , 0.0033612251 , 0.021345735 , 0.021392643 , 0.03174323 , 0.044443488 , 0.052088678 , 0.053483844 , 0.053736866 , 0.054027855 , 0.05562949 , 0.06768459 , 0.06782937 , 0.07835364 , 0.078807175 , 0.07933229 , 0.08671999 , 0.106143534 , 0.13544744 , 0.1371935 , 0.15858537 , 0.1646896 , 0.17048115 , 0.17085648 , 0.1789267 , 0.18334877 , 0.18543178 , 0.18691152 , 0.18845445 , 0.19516486 , 0.19770527 , 0.20502383 , 0.20783806 , 0.23934716 , 0.24239326 , 0.25518787 , 0.2672271 , 0.26770085 , 0.32073236 , 0.32318103 , 0.3282748 , 0.32931912 , 0.3361882 , 0.34329385 , 0.35759175 , 0.35865468 , 0.3868813 , 0.3894934 , 0.38956767 , 0.39149183 , 0.39387804 , 0.39963847 , 0.4057389 , 0.41012543 , 0.4176113 , 0.41959685 , 0.43053502 , 0.43320882 , 0.4473719 , 0.4519773 , 0.453224 , 0.4764431 , 0.4882633 , 0.50013804 , 0.50671345 , 0.5155104 , 0.51880926 , 0.52168274 , 0.5232697 , 0.54527557 , 0.5529003 , 0.59110516 , 0.61136836 , 0.6187797 , 0.61949444 , 0.62557006 , 0.63110036 , 0.6380135 , 0.64515764 , 0.6524676 , 0.6560549 , 0.6731312 , 0.67513025 , 0.67589587 , 0.6763679 , 0.6804077 , 0.70203525 , 0.7058489 , 0.70773053 , 0.71714365 , 0.7252696 , 0.7315769 , 0.76982296 , 0.77880436 , 0.78183496 , 0.78259945 , 0.78779763 , 0.79310536 , 0.8100653 , 0.8141654 , 0.8151017 , 0.8152118 , 0.8163097 , 0.819642 , 0.8211846 , 0.8398303 , 0.841846 , 0.8757983 , 0.88256365 , 0.90473837 , 0.90685797 , 0.9080172 , 0.9092629 , 0.9185772 , 0.9193293 , 0.9237643 , 0.92595625 , 0.92979777 , 0.9354965 , 0.9462478 , 0.95154196 , 0.97176194 , 0.98609686 , 0.9871985
T1:: insert: 0.47810304 , time: 0.044040192
T1:: insert: 0.3002956 , time: 0.044040192
T1:: insert: 0.696075 , time: 0.04456448
T1:: insert: 0.54049253 , time: 0.04456448
---------------------------------
Iterator:: 
T3:: remove: 0.23554778 , time: 0.017825792
T2:: insert: 0.22637361 , time: 0.017825792
T1:: insert: 0.1885131 , time: 0.017825792
T3:: remove: 0.1885131 , time: 0.017825792
T2:: insert: 0.90172696 , time: 0.017825792
T1:: insert: 0.36927825 , time: 0.017825792
T3:: remove: 0.7836356 , time: 0.017825792
T2:: insert: 0.62173074 , time: 0.018874368
T1:: insert: 0.7815739 , time: 0.018874368
T3:: remove: 0.7815739 , time: 0.018874368
T2:: insert: 0.33222216 , time: 0.018874368
T3:: remove: 0.7929688 , time: 0.018874368
T1:: insert: 0.9687696 , time: 0.018874368
T2:: insert: 0.31424302 , time: 0.018874368
T1:: insert: 0.8887044 , time: 0.018874368
T3:: remove: 0.9452884 , time: 0.018874368
T2:: insert: 0.108448386 , time: 0.018874368
T1:: insert: 0.25302714 , time: 0.018874368
Iterator:: 0.108448386 , 0.22637361 , 0.25302714 , 0.31424302 , 0.33222216 , 0.36927825 , 0.62173074 , 0.8887044 , 0.90172696 , 0.9687696
T2:: insert: 0.7616617 , time: 0.019922944
T3:: remove: 0.67920655 , time: 0.019922944
T1:: insert: 0.45454764 , time: 0.019922944
T3:: remove: 0.45454764 , time: 0.019922944
T2:: insert: 0.2746017 , time: 0.019922944
T1:: insert: 0.43955278 , time: 0.019922944
T2:: insert: 0.4187643 , time: 0.019922944
T1:: insert: 0.016269743 , time: 0.019922944
T3:: remove: 0.7616617 , time: 0.019922944
T2:: insert: 0.22139955 , time: 0.019922944
T1:: insert: 0.3861375 , time: 0.02097152
T3:: remove: 0.45454764 , time: 0.02097152
T2:: insert: 0.80160344 , time: 0.02097152
T1:: insert: 0.26019275 , time: 0.02097152
T3:: remove: 0.83244175 , time: 0.02097152
T1:: insert: 0.3629756 , time: 0.02097152
T2:: insert: 0.4784448 , time: 0.02097152
T3:: remove: 0.7874471 , time: 0.02097152
T1:: insert: 0.20304006 , time: 0.02097152
T2:: insert: 0.024284303 , time: 0.02097152
T3:: remove: 0.36927825 , time: 0.02097152
T1:: insert: 0.72304296 , time: 0.022020096
T2:: insert: 0.2355721 , time: 0.022020096
T1:: insert: 0.112128556 , time: 0.022020096
T3:: remove: 0.8260053 , time: 0.022020096
T2:: insert: 0.8649554 , time: 0.022020096
Iterator:: 0.016269743 , 0.024284303 , 0.108448386 , 0.112128556 , 0.20304006 , 0.22139955 , 0.22637361 , 0.2355721 , 0.25302714 , 0.26019275 , 0.2746017 , 0.31424302 , 0.33222216 , 0.3629756 , 0.3861375 , 0.4187643 , 0.43955278 , 0.4784448 , 0.62173074 , 0.72304296 , 0.80160344 , 0.8649554 , 0.8887044 , 0.90172696 , 0.9687696
T3:: remove: 0.90172696 , time: 0.022020096
T2:: insert: 0.98532283 , time: 0.022020096
T1:: insert: 0.60821813 , time: 0.022020096
T2:: insert: 0.10817248 , time: 0.022020096
T1:: insert: 0.79883814 , time: 0.023068672
T3:: remove: 0.9687696 , time: 0.023068672
T2:: insert: 0.8671808 , time: 0.023068672
T1:: insert: 0.83569485 , time: 0.023068672
T3:: remove: 0.22637361 , time: 0.023068672
T2:: insert: 0.12169528 , time: 0.023068672
T1:: insert: 0.80198944 , time: 0.023068672
T3:: remove: 0.6403326 , time: 0.023068672
T2:: insert: 0.8276498 , time: 0.023068672
T1:: insert: 0.16768235 , time: 0.023068672
T3:: remove: 0.36927825 , time: 0.023068672
T1:: insert: 0.15618688 , time: 0.024117248
T2:: insert: 0.52047485 , time: 0.024117248
T3:: remove: 0.26019275 , time: 0.024117248
T1:: insert: 0.8966474 , time: 0.024117248
T2:: insert: 0.32315505 , time: 0.024117248
T3:: remove: 0.8671808 , time: 0.024117248
T1:: insert: 0.5342517 , time: 0.024117248
T2:: insert: 0.727938 , time: 0.024117248
T3:: remove: 0.7647479 , time: 0.024117248
T1:: insert: 0.8735281 , time: 0.024117248
T2:: insert: 0.39183944 , time: 0.024117248
T3:: remove: 0.62480116 , time: 0.024117248
T1:: insert: 0.5915092 , time: 0.024117248
T2:: insert: 0.9303881 , time: 0.024117248
Iterator:: 0.016269743 , 0.024284303 , 0.10817248 , 0.108448386 , 0.112128556 , 0.12169528 , 0.15618688 , 0.16768235 , 0.20304006 , 0.22139955 , 0.2355721 , 0.25302714 , 0.2746017 , 0.31424302 , 0.32315505 , 0.33222216 , 0.3629756 , 0.3861375 , 0.39183944 , 0.4187643 , 0.43955278 , 0.4784448 , 0.52047485 , 0.5342517 , 0.5915092 , 0.60821813 , 0.62173074 , 0.72304296 , 0.727938 , 0.79883814 , 0.80160344 , 0.80198944 , 0.8276498 , 0.83569485 , 0.8649554 , 0.8735281 , 0.8887044 , 0.8966474 , 0.9303881 , 0.98532283
T2:: insert: 0.45548975 , time: 0.025165824
T3:: remove: 0.74786955 , time: 0.025165824
T1:: insert: 0.71458584 , time: 0.025165824
T2:: insert: 0.43497032 , time: 0.025165824
T3:: remove: 0.048681736 , time: 0.025165824
T1:: insert: 0.40533102 , time: 0.025165824
T2:: insert: 0.6540021 , time: 0.025165824
T3:: remove: 0.72304296 , time: 0.025165824
T1:: insert: 0.09414357 , time: 0.025165824
T2:: insert: 0.7679252 , time: 0.0262144
T3:: remove: 0.3629756 , time: 0.0262144
T1:: insert: 0.66907215 , time: 0.0262144
T2:: insert: 0.20427376 , time: 0.0262144
T3:: remove: 0.12169528 , time: 0.0262144
T1:: insert: 0.26412302 , time: 0.0262144
T2:: insert: 0.978255 , time: 0.0262144
T3:: remove: 0.20427376 , time: 0.0262144
T1:: insert: 0.58830756 , time: 0.0262144
T2:: insert: 0.45651037 , time: 0.0262144
T3:: remove: 0.08922219 , time: 0.0262144
T1:: insert: 0.3745792 , time: 0.0262144
T2:: insert: 0.12955391 , time: 0.027262976
T3:: remove: 0.4187643 , time: 0.027262976
T1:: insert: 0.32807505 , time: 0.027262976
T2:: insert: 0.42490906 , time: 0.027262976
T3:: remove: 0.8649554 , time: 0.027262976
T1:: insert: 0.34607536 , time: 0.027262976
T3:: remove: 0.22139955 , time: 0.027262976
T2:: insert: 0.54712 , time: 0.027262976
Iterator:: 0.016269743 , 0.024284303 , 0.09414357 , 0.10817248 , 0.108448386 , 0.112128556 , 0.12955391 , 0.15618688 , 0.16768235 , 0.20304006 , 0.2355721 , 0.25302714 , 0.26412302 , 0.2746017 , 0.31424302 , 0.32315505 , 0.32807505 , 0.33222216 , 0.34607536 , 0.3745792 , 0.3861375 , 0.39183944 , 0.40533102 , 0.42490906 , 0.43497032 , 0.43955278 , 0.45548975 , 0.45651037 , 0.4784448 , 0.52047485 , 0.5342517 , 0.54712 , 0.58830756 , 0.5915092 , 0.60821813 , 0.62173074 , 0.6540021 , 0.66907215 , 0.71458584 , 0.727938 , 0.7679252 , 0.79883814 , 0.80160344 , 0.80198944 , 0.8276498 , 0.83569485 , 0.8735281 , 0.8887044 , 0.8966474 , 0.9303881 , 0.978255 , 0.98532283
T1:: insert: 0.5925827 , time: 0.027262976
T3:: remove: 0.83247703 , time: 0.027262976
T2:: insert: 0.8742137 , time: 0.027262976
T1:: insert: 0.022406816 , time: 0.028311552
T3:: remove: 0.86729103 , time: 0.028311552
T2:: insert: 0.5525663 , time: 0.028311552
T1:: insert: 0.54534686 , time: 0.028311552
T3:: remove: 0.26019275 , time: 0.028311552
T2:: insert: 0.5974919 , time: 0.028311552
T1:: insert: 0.7750365 , time: 0.028311552
T3:: remove: 0.1885131 , time: 0.028311552
T2:: insert: 0.017046094 , time: 0.028311552
T1:: insert: 0.5127873 , time: 0.028311552
T3:: remove: 0.98110974 , time: 0.029360129
T2:: insert: 0.25999367 , time: 0.029360129
T3:: remove: 0.108448386 , time: 0.029360129
T1:: insert: 0.66258 , time: 0.029360129
T2:: insert: 0.45796204 , time: 0.029360129
T3:: remove: 0.62173074 , time: 0.029360129
T1:: insert: 0.69706464 , time: 0.029360129
T2:: insert: 0.44847977 , time: 0.029360129
T3:: remove: 0.37755316 , time: 0.029360129
T1:: insert: 0.42434675 , time: 0.029360129
T3:: remove: 0.42517048 , time: 0.029360129
T2:: insert: 0.8636834 , time: 0.029360129
T1:: insert: 0.26589042 , time: 0.029360129
T3:: remove: 0.34607536 , time: 0.029360129
T2:: insert: 0.74998426 , time: 0.030408705
